Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
3	213	21.8022	99.1964	121.973	
3	229	21.7732	99.244	122.026	
3	246	21.7204	99.2207	122.106	
3	263	21.7834	99.2654	122	
3	279	21.7931	99.2332	121.968	
3	296	21.7205	99.2665	121.988	
3	313	21.7088	99.2914	122.022	
3	329	21.7497	99.266	121.93	
3	346	21.7236	99.287	121.92	
3	363	21.6574	99.2906	122.015	
3	379	21.7038	99.3251	121.935	
3	396	21.689	99.3001	121.996	
3	413	21.6417	99.3152	121.965	
3	429	21.6182	99.3597	122.079	
3	446	21.7032	99.4079	121.958	
3	463	21.6633	99.3641	121.947	
3	479	21.6077	99.3967	122.088	
3	496	21.6254	99.3987	122.122	
3	513	21.6739	99.3942	122.036	
3	529	21.6542	99.4157	122.003	
3	546	21.6416	99.4858	122.061	
3	563	21.6787	99.5168	122.068	
3	579	21.6706	99.4497	121.992	
3	596	21.6416	99.5183	122.069	
3	613	21.6073	99.5128	122.096	
3	629	21.6463	99.5286	122.025	
3	646	21.6339	99.5523	122.049	
3	663	21.6173	99.6235	122.089	
3	679	21.622	99.6256	122.103	
3	696	21.6323	99.5927	122.093	
3	713	21.617	99.599	122.088	
3	729	21.5733	99.6573	122.247	
3	746	21.5937	99.6679	122.232	
3	763	21.6114	99.6425	122.168	
3	779	21.6009	99.731	122.229	
3	796	21.6161	99.7462	122.273	
3	813	21.6582	99.6992	122.221	
3	829	21.5974	99.6841	122.245	
3	846	21.5891	99.7654	122.404	
3	863	21.6254	99.7202	122.3	
3	879	21.602	99.732	122.236	
3	896	21.5572	99.8038	122.345	
3	913	21.5599	99.7913	122.303	
3	929	21.5889	99.7601	122.183	
3	946	21.5478	99.7882	122.236	
3	963	21.4998	99.8229	122.34	
3	979	21.5018	99.7846	122.341	
3	996	21.493	99.7667	122.282	
3	1013	21.4567	99.7887	122.337	
3	1029	21.4717	99.8132	122.289	
3	1046	21.4685	99.7726	122.289	
3	1063	21.4798	99.8074	122.272	
3	1079	21.4341	99.7959	122.407	
3	1096	21.4468	99.7936	122.394	
3	1113	21.4618	99.7932	122.407	
3	1129	21.4942	99.7615	122.347	
3	1146	21.4826	99.7259	122.342	
3	1163	21.4919	99.7813	122.369	
3	1179	21.4915	99.7143	122.369	
3	1196	21.4825	99.7302	122.36	
3	1213	21.4469	99.7109	122.424	
3	1229	21.4902	99.7104	122.305	
3	1246	21.4849	99.6473	122.305	
3	1263	21.4844	99.6973	122.349	
3	1279	21.468	99.7063	122.388	
3	1296	21.4863	99.6554	122.377	
3	1313	21.469	99.5985	122.372	
3	1329	21.4478	99.595	122.456	
3	1346	21.4954	99.5973	122.452	
3	1363	21.5169	99.5427	122.441	
3	1379	21.5356	99.5701	122.453	
3	1396	21.5359	99.5452	122.547	
3	1413	21.6024	99.5041	122.439	
3	1429	21.5861	99.4207	122.488	
3	1446	21.5795	99.4434	122.539	
3	1463	21.5907	99.3884	122.549	
3	1479	21.6386	99.3833	122.442	
3	1496	21.6022	99.3739	122.494	
3	1513	21.621	99.3623	122.464	
3	1529	21.6721	99.3323	122.43	
3	1546	21.6701	99.2909	122.443	
3	1563	21.6703	99.2953	122.489	
3	1579	21.6885	99.235	122.52	
3	1596	21.7501	99.2461	122.484	
3	1613	21.7243	99.2288	122.554	
3	1629	21.7648	99.2541	122.501	
3	1646	21.7996	99.1747	122.477	
3	1663	21.8574	99.1599	122.434	
3	1679	21.8247	99.1112	122.583	
3	1696	21.9164	99.1527	122.586	
3	1713	21.9537	99.0724	122.598	
3	1729	22.0268	99.0788	122.492	
3	1746	22.0587	99.0047	122.529	
3	1763	22.1777	99.0067	122.459	
3	1779	22.2039	98.9472	122.476	
3	1796	22.2058	98.9501	122.519	
3	1813	22.2592	98.9513	122.578	
3	1829	22.3204	98.878	122.496	
3	1846	22.3646	98.8608	122.483	
3	1863	22.3895	98.8314	122.557	
3	1879	22.5012	98.7861	122.437	
3	1896	22.5525	98.7258	122.436	
3	1913	22.5744	98.7577	122.54	
3	1929	22.5904	98.6713	122.664	
3	1946	22.7006	98.5913	122.534	
3	1963	22.7169	98.5402	122.621	
3	1979	22.7977	98.5443	122.618	
3	1996	22.8828	98.4749	122.616	
3	2013	22.9556	98.4315	122.564	
3	2029	22.9797	98.414	122.665	
3	2046	23.037	98.3747	122.674	
3	2063	23.1075	98.2729	122.567	
3	2079	23.1014	98.2266	122.654	
3	2096	23.1478	98.2054	122.655	
3	2113	23.2368	98.1378	122.57	
3	2129	23.2739	98.1497	122.535	
3	2146	23.2402	98.1266	122.615	
3	2163	23.3502	98.0633	122.532	
3	2179	23.353	98.0017	122.608	
3	2196	23.4475	98.0299	122.529	
3	2213	23.4215	97.8736	122.576	
3	2229	23.4989	97.9443	122.617	
3	2246	23.5353	97.8987	122.643	
3	2263	23.5954	97.864	122.605	
3	2279	23.6215	97.7706	122.597	
3	2296	23.6551	97.7804	122.644	
3	2313	23.7606	97.7582	122.655	
3	2329	23.8184	97.6654	122.581	
3	2346	23.8596	97.6594	122.629	
3	2363	23.9089	97.6037	122.667	
3	2379	23.9993	97.5155	122.582	
3	2396	23.9885	97.4798	122.612	
3	2413	24.0082	97.5137	122.679	
3	2429	24.1065	97.4543	122.618	
3	2446	24.1418	97.3907	122.573	
3	2463	24.1462	97.4131	122.677	
3	2479	24.2143	97.3543	122.648	
3	2496	24.3131	97.3055	122.566	
4	-4	19.3812	99.0818	121.747	
4	13	19.3646	99.0252	121.74	
4	29	19.3744	99.01	121.669	
4	46	19.3432	99.018	121.755	
4	63	19.3581	99.0551	121.779	
4	79	19.3395	98.9657	121.683	
4	96	19.3844	99.0447	121.642	
4	113	19.3414	99.0656	121.76	
4	129	19.2825	98.998	121.767	
4	146	19.3425	99.0277	121.756	
4	163	19.3525	98.9812	121.687	
4	179	19.2956	99.0228	121.794	
4	196	19.3481	99.0462	121.75	
4	213	19.3753	98.9698	121.701	
4	229	19.3464	99.0134	121.755	
4	246	19.2933	98.9913	121.837	
4	263	19.3566	99.03	121.734	
4	279	19.3658	99.0002	121.704	
4	296	19.2936	99.0279	121.724	
4	313	19.2812	99.0572	121.762	
4	329	19.3223	99.0284	121.67	
4	346	19.2969	99.0438	121.659	
4	363	19.2305	99.0497	121.754	
4	379	19.2773	99.0791	121.674	
4	396	19.262	99.0607	121.734	
4	413	19.2156	99.0669	121.703	
4	429	19.1912	99.1151	121.823	
4	446	19.2764	99.1588	121.703	
4	463	19.2374	99.1104	121.687	
4	479	19.1815	99.1473	121.826	
4	496	19.1985	99.1514	121.866	
4	513	19.247	99.1446	121.781	
4	529	19.2281	99.1608	121.745	
4	546	19.2154	99.2283	121.807	
4	563	19.2531	99.2596	121.807	
4	579	19.2454	99.1904	121.729	
4	596	19.2153	99.2624	121.814	
4	613	19.1809	99.2588	121.841	
4	629	19.2199	99.2735	121.77	
4	646	19.2075	99.2991	121.794	
4	663	19.1913	99.3665	121.833	
4	679	19.1967	99.3665	121.842	
4	696	19.2071	99.3348	121.83	
4	713	19.1922	99.338	121.824	
4	729	19.1478	99.4019	121.984	
4	746	19.168	99.4147	121.969	
4	763	19.1859	99.3884	121.904	
4	779	19.1757	99.4735	121.966	
4	796	19.1918	99.4846	122.004	
4	813	19.2339	99.4372	121.952	
4	829	19.1727	99.4257	121.977	
4	846	19.1637	99.5123	122.138	
4	863	19.1998	99.4677	122.036	
4	879	19.1764	99.4771	121.973	
4	896	19.1313	99.5509	122.083	
4	913	19.1346	99.5347	122.038	
4	929	19.1643	99.4978	121.917	
4	946	19.123	99.5295	121.969	
4	963	19.075	99.566	122.072	
4	979	19.0765	99.5335	122.072	
4	996	19.068	99.5123	122.014	
4	1013	19.0315	99.5353	122.069	
4	1029	19.0472	99.5531	122.021	
4	1046	19.0435	99.5171	122.021	
4	1063	19.055	99.548	122.006	
4	1079	19.0085	99.5429	122.142	
4	1096	19.0217	99.5367	122.128	
4	1113	19.036	99.54	122.144	
4	1129	19.0688	99.5034	122.084	
4	1146	19.057	99.4714	122.079	
4	1163	19.0664	99.5228	122.108	
4	1179	19.0658	99.4612	122.105	
4	1196	19.0568	99.4743	122.097	
4	1213	19.0208	99.4585	122.164	
4	1229	19.0647	99.4518	122.044	
4	1246	19.0595	99.39	122.042	
4	1263	19.0589	99.4395	122.087	
4	1279	19.0424	99.4484	122.128	
4	1296	19.0607	99.3977	122.116	
4	1313	19.0439	99.3388	122.107	
4	1329	19.0225	99.3372	122.191	
4	1346	19.0704	99.338	122.186	
4	1363	19.0917	99.2845	122.174	
4	1379	19.1104	99.3106	122.187	
4	1396	19.1104	99.2898	122.281	
4	1413	19.1772	99.245	122.172	
4	1429	19.1607	99.1631	122.222	
