Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
4	796	5.1752	46.4595	140.124	
4	813	5.22161	46.4201	140.086	
4	829	5.22447	46.3486	140.101	
4	846	5.23551	46.3069	140.155	
4	863	5.24356	46.2861	140.155	
4	879	5.30375	46.2116	140.135	
4	896	5.27756	46.2046	140.158	
4	913	5.29502	46.1443	140.183	
4	929	5.31627	46.0998	140.185	
4	946	5.29166	46.0772	140.202	
4	963	5.28261	46.0584	140.23	
4	979	5.25442	46.051	140.255	
4	996	5.26455	46.0649	140.252	
4	1013	5.22293	46.0838	140.29	
4	1029	5.19815	46.0868	140.294	
4	1046	5.17512	46.0181	140.329	
4	1063	5.15378	46	140.342	
4	1079	5.08196	45.9923	140.438	
4	1096	5.09465	45.9968	140.483	
4	1113	5.06516	45.9665	140.534	
4	1129	5.0918	45.8977	140.543	
4	1146	5.05064	45.8966	140.585	
4	1163	5.05746	45.8638	140.619	
4	1179	5.05852	45.7974	140.658	
4	1196	5.00663	45.8203	140.694	
4	1213	4.98591	45.848	140.732	
4	1229	4.94832	45.7928	140.748	
4	1246	4.9066	45.7663	140.774	
4	1263	4.88599	45.7197	140.83	
4	1279	4.87861	45.6692	140.817	
4	1296	4.85831	45.524	140.895	
4	1313	4.79295	45.6055	140.958	
4	1329	4.74032	45.5713	141.045	
4	1346	4.75318	45.4941	141.03	
4	1363	4.71603	45.3949	141.126	
4	1379	4.69815	45.3941	141.168	
4	1396	4.70772	45.3222	141.215	
4	1413	4.6716	45.3004	141.234	
4	1429	4.68809	45.2344	141.31	
4	1446	4.66413	45.2779	141.313	
4	1463	4.70292	45.1159	141.313	
4	1479	4.66204	45.0808	141.367	
4	1496	4.66818	45.0253	141.403	
4	1513	4.66352	44.9894	141.393	
4	1529	4.68018	44.9351	141.388	
4	1546	4.57312	44.9092	141.476	
4	1563	4.6071	44.784	141.492	
4	1579	4.58133	44.723	141.565	
4	1596	4.56512	44.7282	141.586	
4	1613	4.51829	44.5723	141.648	
4	1629	4.46728	44.6433	141.699	
4	1646	4.40389	44.6369	141.755	
4	1663	4.42041	44.5516	141.793	
4	1679	4.40354	44.4046	141.854	
4	1696	4.33891	44.4837	141.894	
4	1713	4.42439	44.3591	141.962	
4	1729	4.37803	44.3066	141.965	
4	1746	4.4127	44.2197	142.044	
4	1763	4.3344	44.2329	142.102	
4	1779	4.35174	44.1143	142.144	
4	1796	4.31386	44.0761	142.168	
4	1813	4.27563	44.0418	142.278	
4	1829	4.50229	44.1059	142.59	
4	1846	4.54785	44.0284	142.696	
4	1863	4.5122	44.1176	142.772	
4	1879	4.56359	44.0278	142.839	
4	1896	4.55497	44.0352	142.857	
4	1913	4.55954	44.0092	142.974	
4	1929	4.54007	44.0401	143.035	
4	1946	4.56976	43.9478	143.111	
4	1963	4.56476	43.9514	143.147	
4	1979	4.54986	43.947	143.246	
4	1996	4.52322	43.9215	143.296	
4	2013	4.55164	43.7954	143.358	
4	2029	4.50229	43.8275	143.436	
4	2046	4.54481	43.7611	143.505	
4	2063	4.52476	43.7431	143.527	
4	2079	4.54076	43.66	143.59	
4	2096	4.52493	43.6367	143.608	
4	2113	4.53564	43.5781	143.661	
